"id","type","name","date","country"
"Q7601034","Comic","Star Trek","",""
"Q18615119","Comic","Star Trek into Darkness","","2013-01-30"
"Q7601032","Comic","Star Trek","",""
"Q7601034","Comic","Star Trek","",""
"Q18615119","Comic","Star Trek into Darkness","","2013-01-30"
"Q7601032","Comic","Star Trek","",""
