"id","type","name","date","country"
"Q7601043","Magazine","Star Trek Magazine","",""
"Q7601006","Magazine","Star Trek: The Magazine","",""
"Q7601043","Magazine","Star Trek Magazine","",""
"Q7601006","Magazine","Star Trek: The Magazine","",""
